Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure,churn,customerID
0,1,0,0,0,1,0,1.205025632668405,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1.6270771174227807,0,1.1643896396487294,0,1095-WGNGG
1,0,0,0,0,1,0,0.6482482062280629,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.3260990287313497,1,1.2866215234776603,0,2636-SJDOU
0,1,0,1,0,0,1,-1.3578125511256471,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-0.23255010734827847,1,1.5718292524118322,0,1131-QQZEB
0,1,1,0,0,1,0,1.1385447459292597,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1.8236040737517134,0,1.3273654847539706,0,5716-EZXZN
1,0,0,1,0,0,1,-1.5024084797832884,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.980296682573538,1,-1.1987601143772668,0,6837-BJYDQ
0,0,0,0,0,0,0,-0.6364949300059205,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9872233257756128,1,-1.2802480369298874,1,2135-RXIHG
1,0,1,0,1,0,0,-0.009912572489475751,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.15589378528709968,1,-0.09867315991688919,0,6440-DKQGE
0,0,1,0,1,0,0,0.15628964435838757,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,-0.5346752834489703,1,-0.7098325790615434,0,3466-BYAVD
0,0,1,0,0,0,0,0.12471122315729345,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.7583793876280823,0,-0.9950403079957154,0,3780-YVMFA
0,0,0,0,0,1,0,1.0039209502824906,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.718165150184189,1,-1.0357842692720256,1,3874-EQOEP
1,0,1,0,1,1,0,1.4410327805923713,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,2.491495717793817,0,1.5310852911355222,0,1679-JRFBR
0,1,1,0,1,0,0,0.7080810042932936,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1.2935393938069468,1,1.2051336009250397,0,9073-ZZIAY
0,0,1,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9572887562685568,0,-1.076528230548336,0,3077-RSNTJ
0,0,1,0,0,1,0,0.5352306987715161,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.49876262378980524,0,-0.7505765403378537,0,6551-GNYDG
0,0,0,0,0,1,0,0.6432621397226272,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.20354203151793313,0,-0.42462485012737144,0,9167-APMXZ
1,0,1,1,0,0,1,-1.4841262359300234,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.822108916961822,1,-0.42462485012737144,0,2749-CTKAJ
0,1,1,0,1,0,0,-0.018222683331868918,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,-0.5555875692947251,1,-0.6690886177852331,0,6371-NZYEG
0,1,0,1,0,0,1,-1.2996417752288951,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.8963607673382041,1,-0.9135523854430948,0,7554-NEWDD
0,0,1,0,0,0,0,-0.2924563411308434,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.6700536571150003,0,-0.791320501614164,0,8992-VONJD
0,0,0,0,0,1,0,0.5850913638258751,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.30483867350496424,0,-0.506112772679992,1,0867-MKZVY
0,0,0,0,0,1,0,0.1629377330323022,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9477149882758802,0,-1.2395040756535771,0,4482-EWFMI
0,1,0,0,1,0,0,0.30254759518450747,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.7389667501758579,1,0.8384379494382472,0,4648-YPBTM
1,0,1,1,0,0,1,-1.4691680364137156,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9041697854704794,0,-0.8728084241667845,0,2907-ILJBN
0,1,0,1,0,0,1,-1.4924363467724167,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.405826484266425,1,1.4903413298592119,0,6345-FZOQH
0,0,0,0,0,1,0,0.2028262650757895,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.8869193555850574,0,-1.1580161531009565,1,3376-BMGFE
0,1,0,0,1,0,0,0.8061403122335331,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1.7520214075391882,1,1.6125732136881425,0,5997-OPVFA
0,0,0,0,1,0,0,-0.648129085185271,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0.16231267391649837,1,1.0421577558197987,1,3445-HXXGF
0,0,1,1,0,0,1,-1.4758161250876303,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.8655658822742024,0,-0.6690886177852331,0,1159-WFSGR
1,0,0,0,1,1,0,0.6465861840595843,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.5541092022988282,1,0.4309983366751445,0,7654-YWJUF
0,0,0,0,1,1,0,1.3163811179564737,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.9002432170310868,0,-1.2395040756535771,1,1875-QIVME
0,1,0,0,1,0,0,0.5701331643095673,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,-0.4859902466751512,1,-0.7505765403378537,0,6727-IOTLZ
1,0,0,0,1,1,0,0.9989348837770544,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1.1986620294371253,0,0.8384379494382472,1,0691-JVSYA
1,0,0,1,0,0,1,-1.4708300585821945,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.7185842782760344,0,-0.01718523736426863,0,5918-VUKWP
0,0,0,1,0,0,1,-1.3328822185984677,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.6631490732861804,0,0.06430268518835193,0,1744-JHKYS
0,0,0,0,0,1,0,0.32082983903777235,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-0.5018950547920173,0,-0.7098325790615434,1,2656-FMOKZ
0,0,0,0,0,1,0,0.38731072577691766,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7851815261329261,0,-1.0357842692720256,1,2070-FNEXE
0,0,1,0,1,1,0,1.3479595391575674,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-0.3194419785997844,0,-0.7098325790615434,0,5947-SGKCL
1,0,0,1,0,0,1,-1.4708300585821945,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.4549968272518545,1,1.1643896396487294,0,3712-PKXZA
0,0,0,0,0,0,0,-1.1583698909082112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9941499689776877,0,-1.2802480369298874,1,6317-YPKDH
0,0,0,0,0,0,0,-0.648129085185271,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9873777413883978,0,-1.2802480369298874,0,6582-OIVSP
0,0,0,0,0,1,0,0.6548962949019775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.7150106598087218,1,-0.9950403079957154,1,9367-WXLCH
1,0,1,0,1,0,0,0.33080197204864403,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0750016745731473,1,0.02355872391204165,0,5524-KHNJP
0,0,0,0,1,1,0,0.48038396721172105,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.5169174879786829,0,-0.791320501614164,1,1918-ZBFQJ
0,0,0,0,0,0,0,-1.3295581742615106,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.9964220844229541,0,-1.2802480369298874,1,1024-GUALD
0,0,0,0,0,0,0,-0.4320662032830487,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.5556537474144901,1,-0.506112772679992,0,4827-USJHP
0,0,0,0,0,0,0,-1.1434116913919037,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.9711199832994515,1,-1.1987601143772668,0,8167-GJLRN
1,0,0,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.8993608421008862,0,-0.791320501614164,0,0956-SYCWG
0,0,0,0,0,0,0,-0.27251207510909975,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.04226556466270422,0,0.3087664528462136,0,8017-UVSZU
1,0,1,0,0,0,0,0.23606670844536215,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.392678708818625,1,0.4309983366751445,0,7100-FQPRV
0,0,0,0,1,1,0,0.8709591768041999,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-0.7730929895891776,1,-1.076528230548336,1,2472-OVKUP
0,1,1,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.40055429405847626,0,1.4903413298592119,0,2984-RGEYA
0,1,1,0,1,1,0,1.4925554678152089,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2.579181726482503,0,1.6125732136881425,0,9680-NIAUV
0,1,1,1,0,0,1,-1.5123806127941604,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.4811592439323028,1,1.082901717096109,0,2146-EGVDT
0,0,0,0,0,1,0,1.055443637505328,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,-0.16837939054943843,0,-0.506112772679992,0,2604-IJPDU
0,1,1,1,0,0,1,-1.3528264846202114,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.7482100165575201,1,-0.3431369275747509,0,9178-JHUVJ
0,0,0,0,1,1,0,1.5474021993750033,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1.8690684420303008,1,1.082901717096109,0,6168-YBYNP
0,1,1,0,1,1,0,1.577318598407619,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2.5405116451664616,1,1.6125732136881425,0,7255-SSFBC
0,0,1,1,0,0,1,-1.4641819699082799,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9982088936566105,1,-1.2802480369298874,0,3645-DEYGF
1,0,0,0,0,1,0,1.233280009532542,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.17552623849625276,0,-0.22090504374582004,0,9323-HGFWY
0,0,0,0,0,1,0,0.5069763219073791,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,-0.5166307161263678,0,-0.7505765403378537,0,8544-GOQSH
0,1,1,0,1,1,0,1.354607627831482,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2.2598502392429,1,1.5718292524118322,0,3363-DTIVD
0,0,1,0,0,1,0,0.44880554601062694,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.5511977540169769,1,-0.791320501614164,0,7018-WBJNK
0,0,0,0,0,1,0,0.13468335616816515,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2980881163011186,1,0.4717422979514547,0,9142-KZXOP
1,0,0,0,0,1,0,0.503652277570422,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.17715863211712382,0,0.02355872391204165,0,7674-YTAFD
0,1,1,0,1,0,0,-0.3107385849841083,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.8364471205897712,1,1.6125732136881425,0,6348-SNFUS
0,0,0,0,0,1,0,0.5019902554019434,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.9721126550959271,1,-1.2802480369298874,1,1285-OKIPP
0,0,0,0,1,1,0,1.3895100933695332,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.1539084416941483,0,-0.5468567339563023,1,7825-ECJRF
1,0,0,0,1,1,0,1.251562253385807,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1.9283419779665274,1,1.2866215234776603,0,1347-KTTTA
0,0,0,0,0,0,0,-0.62486077482657,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.9700831927564657,1,-1.2395040756535771,1,7841-TZDMQ
0,0,0,0,0,0,0,-1.3145999747452028,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.996223550063659,0,-1.2802480369298874,0,4195-NZGTA
0,1,1,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.5113805852916741,1,1.1643896396487294,0,7157-SMCFK
1,0,1,1,0,0,1,-1.4891123024354593,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.7691002430300198,0,-0.13941712119319946,0,4709-LKHYG
0,0,0,0,0,1,0,0.7313493146519946,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,-0.13564328063899556,1,-0.38388088885106114,0,2504-DSHIH
0,0,0,0,1,0,0,-0.20104512186451856,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.5091963183516167,0,1.0014137945434884,0,0699-NDKJM
0,1,1,0,1,0,0,-0.6497911073537496,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.3778768693645097,1,1.6125732136881425,0,9286-BHDQG
0,1,0,0,1,0,0,-0.27251207510909975,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.6643840092006505,1,1.368109446030281,0,0230-WEQUW
0,1,1,0,1,0,0,0.6449241618911058,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.3417391243691557,1,1.3273654847539706,0,2040-LDIWQ
0,0,0,0,0,1,0,0.5053142997389005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.7317978428557886,0,-0.9950403079957154,0,6496-JDSSB
0,0,0,0,0,1,0,0.17789593254861,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.8889708772977739,0,-1.1580161531009565,1,9408-SSNVZ
0,1,0,1,0,0,1,-1.3312201964299892,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.19694627891468347,0,1.5718292524118322,0,4443-EMBNA
1,0,1,1,0,0,1,-1.4824642137615447,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.9984515467624158,1,-1.2802480369298874,0,6469-MRVET
0,0,0,0,0,0,0,-0.49023697917980086,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,-0.9282365616917014,1,-1.1580161531009565,1,0742-MOABM
1,0,0,1,0,0,1,-1.5107185906256815,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.910589063087689,0,-0.8320644628904743,0,5961-VUSRV
1,0,0,0,0,0,0,-0.47195473532653576,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.4387831879094181,1,-0.3431369275747509,0,6778-JFCMK
1,0,1,0,1,0,0,0.5435408096139093,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0.11578945572167083,0,-0.05792919864057891,0,6341-JVQGF
0,0,0,0,0,0,0,-0.3190486958265014,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,-0.983009985483905,0,-1.2802480369298874,1,2232-DMLXU
0,0,0,0,0,1,0,0.8343946890976701,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.19405611203046577,1,-0.09867315991688919,0,4811-JBUVU
0,1,1,0,0,0,0,0.6814886495976356,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.804703682475804,0,0.5939741817803856,0,0945-TSONX
0,1,0,0,0,1,0,1.436046714086935,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1.5341630372726553,1,0.8791819107145575,0,2651-ZCBXV
0,0,0,0,0,1,0,0.9540602852281315,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1.087173957006277,1,0.7162060656093164,0,3316-UWXUY
0,0,0,0,0,1,0,0.6582203392389346,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.9700390740099558,1,-1.2802480369298874,1,8937-RDTHP
0,1,0,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.316066894491767,0,1.6125732136881425,0,7083-MIOPC
0,0,0,1,0,0,1,-1.3179240190821602,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.6976499330570247,0,-0.13941712119319946,0,1984-GPTEH
0,0,0,0,0,0,0,-0.3456410505221597,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.9570240437894967,1,-1.2395040756535771,1,1251-KRREG
0,1,0,0,0,0,0,-1.1700040460875616,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.8754264221191944,0,-0.9135523854430948,0,0621-JFHOL
0,0,0,0,0,1,0,0.277617262657328,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.43119476350969277,1,-0.5876006952326126,0,9903-LYSAB
0,0,0,0,0,1,0,1.0039209502824906,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.5131012164055653,0,-0.8728084241667845,1,0094-OIFMO
0,1,0,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.881911877856169,1,-0.6690886177852331,0,9227-UAQFT
0,1,0,0,1,0,0,0.72470122597808,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.7943974635620732,0,1.6125732136881425,0,7301-ABVAD
0,1,0,0,1,1,0,1.4759352461304225,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2.4684436727423256,1,1.6125732136881425,0,6614-FHDBO
1,0,1,0,0,0,0,0.32913994988016554,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.3989876895695595,0,0.3495104141225239,0,7576-ASEJU
0,0,0,0,1,1,0,0.9839766842607471,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1.6954170557668184,0,1.3273654847539706,0,9058-HRZSV
0,0,0,0,1,0,0,-0.3323448731743307,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.6847231403295856,0,-0.791320501614164,0,4522-AKYLR
0,0,0,0,0,1,0,0.35074623807038746,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.8867428805990173,1,-1.1580161531009565,0,0221-WMXNQ
1,0,0,0,1,0,0,0.0067076491953105815,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.10963489058352159,1,0.3495104141225239,0,0303-UNCIP
0,0,0,0,0,1,0,0.3191678168692938,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.5333958398001795,1,-0.7098325790615434,1,9947-OTFQU
0,0,0,0,0,0,0,-0.5400976442341598,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.9859438821268218,1,-1.2802480369298874,1,0322-YINQP
1,0,0,0,1,1,0,1.1368827237607813,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.8890587258029831,1,0.3902543753988342,0,0959-WHOKV
1,0,0,0,1,1,0,0.9540602852281315,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1.0307240208466926,0,0.7569500268856267,0,4075-JFPGR
0,0,1,0,0,1,0,0.18620604339100316,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.9424427980679313,0,-1.2395040756535771,1,4629-NRXKX
0,0,0,0,0,0,0,-0.8176553463700914,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.9896277974604095,1,-1.2802480369298874,1,9514-JDSKI
1,0,1,0,1,0,0,0.6283039402063195,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.154415418291203,1,-0.01718523736426863,0,3282-ZISZV
0,0,0,1,0,0,1,-1.494098368940895,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.9221922934198271,1,-0.9135523854430948,0,3675-YDUPJ
0,1,1,0,1,0,0,-0.17445276716886055,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.8032257044677178,0,1.4088534073065913,0,4111-BNXIF
0,1,1,0,1,1,0,1.672053862010901,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2.0845443999852917,0,1.1643896396487294,0,7017-VFHAY
1,0,0,0,1,1,0,1.6471235294837214,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.5475971955849601,1,0.7162060656093164,0,6655-LHBYW
0,0,0,0,0,0,0,-0.6713973955439717,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-0.9718258832436119,0,-1.2395040756535771,1,4959-JOSRX
0,0,0,0,1,0,0,-0.6581012181961428,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.4652985545619467,0,-0.13941712119319946,0,5046-NUHWD
0,0,0,0,1,0,0,-0.7860769251689975,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.949038550671181,1,-1.1987601143772668,1,7273-TEFQD
0,0,0,0,1,1,0,1.3994822263804054,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.40545147492108974,1,-0.791320501614164,1,3606-TWKGI
0,0,0,0,0,1,0,0.8327326669291911,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1.1656391476743673,1,1.0014137945434884,0,7529-ZDFXI
0,1,0,0,0,0,0,-0.4968850678537152,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.3367144678584616,0,-0.05792919864057891,0,7605-BDWDC
1,0,0,0,1,1,0,1.6122210639456702,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.2128020876935903,0,0.512486259227765,0,1950-KSVVJ
0,1,1,0,1,0,0,0.7745618910324389,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.4309692891856933,0,1.1643896396487294,0,0123-CRBRT
0,1,0,1,0,0,1,-1.3262341299245533,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.4800342158962971,1,0.7162060656093164,0,6292-TOSSS
0,0,0,0,0,1,0,1.3363253839782172,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,-0.1217899942348458,0,-0.5468567339563023,0,3197-ARFOY
0,1,0,1,0,0,1,-1.5107185906256815,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.5222337969331416,1,1.082901717096109,1,6323-AYBRX
0,1,0,1,0,0,1,-1.3478404181147754,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.24280771591186065,0,1.5718292524118322,0,7014-ZZXAW
0,0,0,0,0,1,0,0.9856387064292257,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,-0.34064103629785425,0,-0.6690886177852331,1,4385-GZQXV
0,1,0,0,0,0,0,-0.1678046784949459,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0.5147993991583907,1,1.0014137945434884,0,7633-MVPUY
0,0,0,0,0,0,0,-1.3295581742615106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9964220844229541,1,-1.2802480369298874,1,6366-ZGQGL
0,0,0,0,0,1,0,1.404468292885841,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,-0.04908229998631472,1,-0.506112772679992,0,4716-HHKQH
0,0,0,0,0,1,0,0.1928541320649173,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9762156985213601,1,-1.2802480369298874,1,5940-AHUHD
0,0,0,0,0,1,0,0.6848126939345931,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.8304032413057079,1,-1.1172721918246462,1,6432-TWQLB
0,0,0,0,1,1,0,1.3379874061466956,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.4742497795120337,0,0.797693988161937,1,4484-GLZOU
0,0,0,0,0,0,0,0.005045627026832042,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,-0.41626056781604737,1,-0.46536881140368175,0,3179-GBRWV
0,0,0,0,1,0,0,-0.32569678450041606,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,-0.666788869873258,1,-0.7505765403378537,0,8645-KWHJO
0,0,0,0,0,0,0,-0.47361675749501453,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8993829014741411,0,-1.1172721918246462,0,4130-MZLCC
0,0,0,0,0,0,0,-0.3207107179949802,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.8649041010765519,0,-1.076528230548336,0,0314-TKOSI
0,0,0,0,0,0,0,-0.4520104693047921,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.7875418790712128,0,-0.9135523854430948,0,8229-MYEJZ
0,0,1,1,0,0,1,-1.3096139082397669,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.996157371943894,0,-1.2802480369298874,0,2080-SRCDE
0,0,0,0,0,0,0,-0.34397902835368094,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6196255408662242,0,1.4495973685829016,0,9577-WJVCQ
0,0,1,0,1,1,0,1.0089070167879266,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-0.2220719050521461,1,-0.5876006952326126,1,9512-UIBFX
1,0,0,0,0,1,0,0.3723525262606099,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.22046157080453005,0,-0.42462485012737144,0,6202-DYYFX
0,0,0,0,0,0,0,-0.6797075063863649,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.59831657528969,0,-0.506112772679992,0,3808-HFKDE
0,0,0,0,0,1,0,0.1729098660431739,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.9764804110004203,1,-1.2802480369298874,1,5583-SXDAG
